cnpj;optante_simples;optante_simei
8070127000199;False;False
8108416000130;False;False
8170849000115;False;False
8221284000158;False;False
8244883001088;False;False
8292495000262;False;False
8343492000120;False;False
8373328000165;False;False
8380296000125;True;False
8402943000152;False;False
8498758000103;False;False
8502656000114;False;False
8522523000100;False;False
8589233000183;False;False
8606815000120;False;False
8700864000128;False;False
8706573000147;False;False
8731116000102;True;False
8866702000164;True;False
8902856000164;False;False
8977130000190;False;False
9017025000172;True;False
9020309000118;False;False
9030268000140;False;False
9036748000119;True;False
9063671000176;True;False
9101694000128;True;False
9120778000109;False;False
9161014000161;False;False
9238665000102;True;False
9526912000176;False;False
9561759000118;True;False
10227933000170;False;False
10249015000141;False;False
10351662000160;True;False
10353516000173;False;False
10358288000205;;
10374703000133;True;False
10432918000163;False;False
10462656000180;False;False
10490838000164;True;False
10509333000102;False;False
10512581000102;False;False
10567870000109;False;False
10572048003810;False;False
10599719000144;False;False
10608302000109;True;False
10624361000162;False;False
10695910000190;True;False
10803851000126;False;False
10865533000190;True;False
10896732000165;False;False
10970887010590;False;False
11050407000140;True;False
11124720000185;True;False
11164122000130;False;False
11202666000149;False;False
11215727000102;True;False
11245490000102;True;False
11466799000122;True;False
11516254000183;False;False
11516676000159;False;False
11517017000137;True;False
11526237000127;True;True
11742056000138;True;True
11834591000119;True;True
11840409000132;True;False
11884314000110;True;True
11901977000287;False;False
11933674000165;True;False
12045111000101;True;True
12049563000153;True;False
12049631000184;False;False
12066088000123;False;False
12107701000103;False;False
12130744000100;False;False
12188197000113;True;True
12248478000114;True;True
12342582000173;True;False
12445484000161;True;False
12502509000111;True;True
12502896000196;True;False
12535446000108;False;False
12672283000288;;
12681280000120;False;False
12807563000841;False;False
12812861000153;True;True
12855203000149;True;True
12879147000182;True;False
12910802000118;True;True
12981590000160;True;False
13001350000114;True;False
13010332000107;True;False
13087704000195;True;False
13142186000165;True;False
13230524000110;True;False
13250978000153;False;False
13272662000324;;
13325846000143;True;False
13548553000125;True;False
13591745000114;True;True
13641442000169;True;True
13674289000176;False;False
13730794000190;True;False
13765489000134;False;False
13776261000140;True;True
13781314000110;True;False
13786500000142;True;False
13819486000136;True;True
13947569000453;False;False
13950707000100;True;True
14005833000150;True;False
14107273000144;True;True
14110585000107;False;False
14164183000195;True;True
14311228000107;True;False
14360072000154;True;False
14380320000129;False;False
14535050000340;False;False
14588848000198;True;False
14596257000162;True;True
14611612000125;True;True
14634589000194;True;True
14776142000150;False;False
15020311000190;True;True
15043138000145;False;False
15058863000197;True;True
15101405000193;False;False
15107421000193;False;False
15217514000170;True;True
15253413000155;True;True
15271439000126;True;False
15287368000150;True;True
15466144000105;False;False
15494559000192;True;True
15660952000109;False;False
15717597000167;True;True
15761008000148;False;False
15774612000109;False;False
15780520000131;True;False
15798194000190;False;False
16422981000103;True;False
16556961000117;True;False
16567415000181;True;True
16596395000177;True;True
16614075000100;False;False
16737238000134;True;False
16752433000133;True;True
16811931000100;False;False
16902314006401;False;False
16938080000241;True;False
16945284000129;False;False
17011779000143;False;False
17033453000117;False;False
17070610000164;True;True
17071232000133;True;True
17161241000115;False;False
17182670000179;True;False
17218295000250;False;False
17232347000162;True;True
17239595000135;True;True
17311471000113;True;False
17387302000167;True;False
17410830000190;True;False
17449429000163;True;True
17465537000120;True;False
17466371000166;False;False
17495895000185;True;False
17509133000190;True;True
17528330000157;False;False
17804665000150;True;False
17835082000197;True;True
18011256000160;True;False
18150253000107;True;True
18172329000103;True;True
18183935000116;True;True
18189907000106;True;True
18243615000104;False;False
18253779000112;False;False
18323356000121;True;True
18352114000166;True;True
18442348000102;True;False
18507155000184;True;True
18593512000174;True;True
18593815000197;False;False
18619025000133;False;False
18649090000101;True;True
18729956000194;True;True
18858266000135;True;False
18882093000190;False;False
19040714000151;True;True
19224409000110;True;True
19328639000129;True;True
19360869000175;True;True
19372920000169;True;True
19406664000183;True;False
19462615000168;True;False
19462657000107;True;True
19526748000150;False;False
19535506000123;True;False
19578007000113;True;False
19716270000121;True;False
19720141000107;True;False
19775029000173;True;True
19785634000125;True;False
19822545000101;True;False
19824428000187;False;False
19836078000179;False;False
19846785000146;False;False
19870145000171;True;True
19921805000104;True;False
20027610000196;True;True
20130782000190;False;False
20160724000100;True;True
20196158000277;False;False
20223122000154;True;True
20314377000122;False;False
20329056000100;True;True
20335197000127;True;False
20341860000104;False;False
20344555000168;True;True
20353559000102;True;False
20387711000178;True;True
20400711000160;True;True
20430051000160;True;True
20535054000169;True;True
20550180000192;True;False
20642357000180;True;True
20684195000143;False;False
20730306000100;True;True
20761460000140;True;True
20782901000190;True;True
20813943000140;True;True
20819180000145;True;True
20911917000155;True;True
20947690000106;True;True
20964044000149;True;False
21004231000143;False;False
21045775000153;True;True
21067825000101;False;False
21074883000154;True;True
21091578000170;True;True
21471507000101;True;True
21475315000165;False;False
21475435000162;True;True
21496381000111;False;False
21541064000170;True;True
21582629000167;True;True
21679270000140;True;True
21745758000129;True;True
21852990000166;True;True
21917608000155;True;True
21949339000109;True;True
21961806000116;False;False
22053229000127;True;True
22055773000108;False;False
22067445000121;True;True
22244477000155;True;False
22418915000154;True;True
22478712000153;True;False
22479591000164;True;True
22556290000197;True;False
22564842000109;True;False
22607886000179;True;True
22656867000132;True;True
22667346000180;True;True
22742913000116;False;False
22864020000224;;
22900946000147;True;True
22902338005726;;
23016883000123;True;False
23033820000185;True;True
23044655000167;True;True
23108219000295;;
23131867000181;True;True
23149219000152;True;False
23222770000184;True;True
23239287000102;True;True
23265671000180;False;False
23268180000192;True;True
23272473000143;True;True
23286346000101;False;False
23437161000142;True;True
23456138000103;False;False
23540274000179;True;True
23638442000163;True;True
23716188000174;True;True
23829541000122;True;False
23873368000160;False;False
23879180000129;True;True
23891896000141;True;False
23892100000175;True;True
23892743000119;False;False
24024024000149;True;True
24025471000112;True;True
24056078000196;True;False
24139813000125;True;False
24155987000181;True;True
24170306000154;True;False
24199199000197;False;False
24205264000140;True;True
24230275000180;False;False
24235014000152;True;True
24267548000160;True;True
24279608000165;True;False
24305242000151;True;False
24327612000151;True;False
24365549000148;False;False
24405116000179;False;False
24445860000105;True;False
24501384000194;False;False
24525330000169;True;False
24537328000100;False;False
24550835000183;False;False
24652295000149;True;True
24665939000133;True;True
24768786000150;True;True
24874375000149;True;True
24900624000123;True;True
24900830000133;True;True
24908951000121;True;True
24942397000107;True;True
24951521000192;True;True
25062770000190;True;True
25101406000191;True;True
25267254000100;True;False
25271410000106;True;True
25277531000157;False;False
25337210000109;True;False
25359110000175;True;True
25534627000153;True;False
25681947000136;False;False
26033728000103;True;True
26078564000130;True;True
26117255002176;;
26147855000133;True;True
26163591000101;False;False
26198843000138;True;True
26203670000107;True;True
26258522000181;True;True
26267372000172;True;True
26319778000151;True;True
26375585000118;False;False
26413147000105;True;True
26421427000157;True;True
26442031000196;False;False
26472532000115;True;False
26474744000131;False;False
26489370000128;True;True
26495602000150;True;False
26511762000146;True;True
26545757000235;;
26578673000117;True;False
26585884000187;True;True
26677034000109;True;False
26686777000145;True;True
26698524000191;False;False
26744659000146;True;False
26859766000110;True;True
26904863000187;True;True
26979554000176;True;False
27009301000132;True;False
27033634000105;True;True
27038048000145;True;False
27080808000182;True;False
27082822000115;True;True
27139298000171;True;True
27151353000149;True;True
27164746000197;True;False
27167403000186;False;False
27205817000152;False;False
27223582000121;True;True
27252486000101;True;True
27285912000103;True;True
27355258000167;False;False
27359745000106;True;True
27398823000173;True;True
27405911000155;True;True
27470069000135;True;False
27513690000139;True;True
27539751000137;True;False
27542156000150;False;False
27565880000108;True;True
27600290000160;False;False
27601055000103;True;True
27610762000166;True;False
27645901000197;True;True
27662366000182;True;True
27672439000117;False;False
27679718000102;True;True
27728826000128;True;True
27735633000102;False;False
27808046000198;True;True
27843674000104;True;True
27854024000164;True;True
27897149000171;False;False
27922822000186;True;False
27928798000192;True;True
27952836000142;True;True
28106267000187;False;False
28167662000170;True;True
28193840000137;True;False
28277024000101;True;False
28279202000133;True;False
28318338000296;;
28382603000114;True;True
28390628000160;True;True
28419352000103;True;False
28435370000251;False;False
28508910000107;True;False
28527449000121;False;False
28535512000171;True;False
28572297000189;True;True
28587433000104;True;True
28661345000105;True;True
28673126000227;;
28678234000101;True;False
28689728000191;True;True
28731394000177;True;False
28756538000140;True;True
28762286000161;True;True
28852331000179;True;True
28887331000104;True;True
28924416000115;True;False
28940246000162;True;True
28987607000126;True;True
29088445000157;False;False
29096067000153;True;True
29100634000106;True;False
29180947000103;False;False
29206677000162;True;True
29232603000109;True;True
29241082000148;False;False
29286662000151;True;False
29335864000146;True;True
29396932000349;;
29410202000193;True;False
29530710000105;True;True
29574783000107;True;True
29678780000105;False;False
29721844000103;True;True
29782945000194;True;False
29852104000106;True;False
29859266000176;True;True
29878298000119;True;True
29888430000173;True;True
29909872000159;True;True
29913391000117;True;True
29995914000111;True;False
29997526000170;True;True
30006797000103;True;True
30084870000157;True;True
30099073000143;True;True
30125363000114;False;False
30187803000168;True;True
30333717000116;True;True
30348102000163;True;True
30353933000123;False;False
30365048000164;True;False
30419735000115;True;True
30469240000109;True;True
30520149000162;True;True
30578280000180;False;False
30603601000150;True;True
30694172000173;True;False
30704851000186;True;True
30762570000180;True;True
30782932000102;True;False
30840727000148;True;False
30846478000106;True;True
30850228000131;True;True
30887531000109;True;False
30904950000292;;
30981939000145;True;True
30993511000112;True;True
31011671000181;True;False
31059218000145;True;True
31073279000167;True;True
31076044000129;True;True
31078085000154;True;True
31173151000175;True;True
31196344000141;True;True
31207206000110;False;False
31210896000167;True;True
31291215000132;False;False
31325341000160;False;False
31331372000124;False;False
31342945000115;True;False
31443330000185;True;True
31468736000112;True;True
31495322000182;True;True
31607703000106;True;True
31678415000142;True;True
31679468000188;True;True
31688437000193;True;False
31704495000163;True;True
31707502000180;True;True
31726624000114;False;False
31747165000155;False;False
31852638000184;False;False
31858578000107;True;True
31909364000112;True;False
31922519000150;True;False
31939974000169;True;True
31957017000165;True;True
31967515000199;True;True
31991099000164;True;False
32013129000120;True;False
32032626000176;True;True
32038687000140;True;True
32040285000180;True;True
32116825000162;True;True
32141669000190;False;False
32160144000100;True;True
32255271000184;True;False
32332503000150;True;True
32384664000198;True;True
32388708000158;True;True
32426879000124;True;True
32444596000105;True;True
32475224000146;True;True
32476604000103;True;False
32512744000181;True;True
32521631000142;True;True
32570753000129;True;True
32600673000179;False;False
32641079000126;True;True
32695928000124;True;True
32795582000136;True;False
32821123000180;True;True
32873167000153;True;True
32894788000113;True;True
32907843000162;True;False
32982596000169;True;True
33012386000100;True;False
33018720000133;True;True
33035536000100;False;False
33040601000187;False;False
33045076000192;True;True
33047285000175;True;True
33051579000170;True;True
33071847000388;False;False
33094278000124;True;True
33163090000190;True;True
33164021010679;False;False
33203581000118;True;False
33232730000177;True;True
33234152000108;True;True
33252434000138;True;True
33381286005706;False;False
33384549000186;True;True
33422158000109;True;True
33438545000133;True;True
33470230000173;False;False
33498934000154;True;False
33500325000192;True;False
33525358001240;;
33592510000154;False;False
33592770000120;True;True
33649878000101;True;False
33679182000128;True;True
33698290000148;False;False
33720484000100;True;True
33722001000107;True;False
33725169000168;True;False
33736092000121;True;False
33744722000100;True;False
33801486000116;True;True
33818514000108;False;False
33839910000111;False;False
33851161000148;True;True
33875234000131;True;False
33876229000143;True;True
33911667000103;True;True
33914833000117;True;False
33948964000115;True;True
33966230000169;True;False
33966327000171;True;True
33978172000355;False;False
34017833000187;True;True
34055658000112;True;True
34114508000132;True;True
34140132000130;True;True
34147402000135;True;True
34234562000111;True;True
34419728000174;True;True
34509375000101;True;False
34514036000105;True;True
34526084000113;False;False
34555370000107;True;False
34598776000177;True;True
34651734000152;True;True
34658709000109;True;True
34669017000158;True;True
34670717000162;False;False
34671367000159;True;True
34675104000118;True;True
34675972000106;True;True
34691259000148;True;True
34740824000110;True;True
34822787000199;True;False
34844672000103;True;True
34897728000180;False;False
34904272000138;True;False
34909266000173;True;True
34927093000116;True;True
34933310000180;True;True
34938540000132;True;True
34968928000186;True;False
34973877000180;True;True
34975279000140;True;True
34988227000109;True;True
35005208000188;True;True
35038400000170;True;False
35124696000142;True;True
35154003000164;True;True
35162229000107;True;True
35268155000198;True;True
35313169000186;True;True
35326723000160;True;True
35364910000138;True;False
35369673000106;True;False
35381514000119;True;True
35399235000182;True;True
35402400000108;True;True
35441461000184;True;True
35478626000192;True;True
35479858000165;True;True
35503396000174;True;True
35586384000150;True;True
35614719000105;False;False
35632867000144;True;True
35729273000156;True;False
35741295000131;True;True
35797136000159;True;True
35824684000120;True;False
35843569000101;True;True
35865316000120;True;False
35917664000102;True;True
35935974000141;True;True
35936365000107;False;False
35980428000122;True;True
35981313000152;True;True
36050141000166;True;True
36074476000114;True;True
36097493000177;True;True
36118413000112;True;True
36125132000197;True;True
36127144000150;True;True
36157096000143;True;True
36158852000159;True;True
36163853000191;True;False
36175421000109;True;True
36191569000129;True;False
36197533000152;True;True
36206366000169;True;True
36232561000163;True;True
36242123000186;True;True
36287971000101;True;True
36305421000178;True;True
36314032000109;True;True
36318105000130;True;True
36324781000117;True;True
36330400000102;True;True
36365067000177;True;True
36383860000107;True;True
36452374000195;True;True
36464511000101;True;True
36468781000190;True;True
36473923000108;;
36512700000102;True;True
36528397000136;True;True
36529590000191;True;True
36537805000116;False;False
36540386000171;;
36551469000166;True;True
36587112000138;True;True
36589710000146;True;True
36607479000176;True;True
36612368000158;True;True
36623843000191;True;True
36658601000133;True;False
36660984000184;True;True
36666353000172;True;False
36695645000133;True;True
36706385000154;True;True
36743346000127;True;True
36761122000148;True;True
36763868000190;True;False
36774442000132;False;False
36793682000184;True;True
36839235000119;True;True
36870142000157;True;True
36882202000151;True;True
36889925000182;True;True
36906290000184;False;False
36909733000190;True;True
36947201000148;True;True
36950726000132;False;False
36983547000100;True;True
37092245000104;True;True
37118515000109;True;True
37134636000136;True;True
37138297000166;True;True
37138785000173;True;True
37144734000154;True;True
37153024000190;True;True
37167672000104;True;False
37168484000192;True;False
37189889000450;;
37191288000139;True;False
37227502000160;True;True
37248186000102;True;True
37265981000109;True;True
37294858000116;True;False
37311108000105;False;False
37319697000178;True;True
37354368000168;True;True
37373389000120;True;True
37387518000130;True;True
37390365000180;True;True
37396073000154;True;True
37415161000237;;
37429760000129;True;True
37441675000186;;
37481940000150;True;True
37482672000190;True;True
37499101000169;True;True
37501090000104;True;False
37554918000192;True;False
37599302000138;True;True
37658378000197;True;False
37672198000160;True;True
37682133000103;True;True
37693907000193;True;True
37707299000129;True;True
37720454000147;True;True
37726919000177;True;True
37755937000187;True;True
37796809000181;True;True
37865118000192;True;True
37896825000146;True;True
37897668000193;True;False
37902518000120;;
37904990000100;True;True
37908854000180;True;True
38017160000116;True;True
38059854000116;True;True
38060379000106;True;True
38076077000118;True;False
38084561000199;True;False
38099832000180;True;False
38107857000188;True;True
38139584000153;True;True
38160295000136;True;True
38161024000103;True;True
38168107000116;True;True
38193436000117;True;False
38313130000157;;
38315733000198;True;True
38353747000104;True;True
38367379000145;True;True
38409911000140;True;True
38453159000134;True;True
38457137000142;True;False
38498137000190;True;True
38539966000174;True;True
38662999000107;True;True
39154329000142;True;True
39229677000131;True;True
39258846000161;True;True
39287390000168;True;False
39299268000101;True;False
39309160000152;True;True
39316254000159;;
39353227000156;True;True
39404254000100;True;False
39447591000185;True;True
39461552000132;True;True
39465123000133;True;True
39465712000111;True;True
39466466000112;True;True
39484812000195;;
39499548000163;True;True
39502696000190;True;True
39525645000183;True;True
39539504000110;True;True
39584882000115;True;False
39618845000180;True;True
39691599000192;True;True
39729042000101;True;True
39803229000108;True;True
39806358000141;;
39863377000100;True;True
39906357000179;True;False
40005603000109;True;True
40009757000160;True;False
40017037000147;True;True
40042317000105;True;True
40050076000146;True;True
40055732000101;True;True
40066000000109;True;True
40066547000104;;
40110931000167;True;False
40134774000120;True;True
40161438000176;True;True
40169110000104;True;True
40170169000104;True;False
40214537000179;True;True
40220039000139;True;True
40222306000107;True;True
40238746000152;True;True
40247928000190;True;False
40252869000148;True;True
40258338000162;True;True
40270873000139;True;True
40294979000172;True;True
40300370000169;True;True
40304754000150;True;True
40313141000189;True;True
40427199000153;True;True
40453075000142;True;True
40487052000159;True;True
40488875000107;True;True
40503201000126;True;False
40517811000189;True;True
40543080000146;True;True
40553541000161;True;True
40561166000100;True;True
40585113000110;True;True
40602149000165;True;True
40609533000190;True;True
40614483000139;True;True
40637638000152;True;True
40699247000162;True;False
40700096000115;True;True
40730341000137;True;True
40746722000104;True;True
40776461000175;True;True
40790440000104;True;True
40846666000180;True;True
40900788000107;True;True
40922761000115;True;True
40931565000107;True;True
40953608000155;True;False
40975244000104;True;True
40984215000109;True;True
41021226000156;True;True
41023269000170;True;True
41074959000159;True;True
41084539000153;True;True
41110224000133;True;False
41114912000171;True;True
41149861000113;True;True
41207266000197;True;True
41220506000193;True;True
41236580000106;True;True
41246119000126;True;False
41250753000132;;
41277499000166;True;True
41307592000176;True;False
41329626000123;True;True
41392539000110;True;True
41421690000130;True;True
41514786000142;;
41554245000148;True;True
41571315000176;True;True
41571957000175;True;True
41632626000106;True;True
41655068000196;True;True
41728204000120;True;True
41730619000139;True;True
41745791000166;True;True
41758034000127;True;True
41758149000111;True;True
41766112000135;True;True
41772633000103;True;False
41792642000158;True;False
41800139000105;True;False
41813684000128;False;False
41846039000101;True;True
41847101000180;True;True
41848982000153;True;True
41850854000144;True;True
41881559000155;True;True
41890137000146;True;True
41892252000150;True;True
41897731000169;True;False
41904783000115;True;False
41927840000181;True;False
41937850000106;True;False
41941083000109;True;False
41957517000150;True;False
41980005000105;True;True
41986828000148;True;True
42000038000104;True;False
42015343000170;True;True
42026683000104;True;True
42030699000182;;
42058758000120;True;True
42102811000143;True;True
42118076000166;True;True
42141422000127;True;True
42158273000109;True;True
42158666000112;True;True
42165035000120;False;False
42170250000110;True;True
42173857000153;True;False
42189181000196;True;False
42225245000167;True;True
42237064000150;True;True
42319023000103;True;False
42334572000157;True;False
42432689000173;True;True
42519549000137;True;False
42580152000150;True;False
42601363000122;True;True
42619153000161;True;True
42633942000157;True;False
42642838000129;True;True
42649501000143;True;True
42652501000100;True;True
42673388000131;True;True
42676572000135;True;True
42696599000190;True;True
42696804000117;True;True
42723467000100;;
42751815000152;True;True
42794111000167;True;True
42817048000137;True;True
42824787000156;True;False
42836470000130;True;True
42881252000117;True;True
42893531000109;True;True
42927276000160;True;True
42927782000159;True;True
42927978000143;True;True
42941206000166;True;True
42946778000138;True;True
42987238000100;True;False
43030674000141;True;True
43060901000181;True;True
43109385000132;;
43123415000165;True;True
43126973000184;True;True
43166748000171;True;True
43177709000170;True;True
43206990000121;True;True
43220023000114;True;True
43220349000141;True;True
43286793000160;True;True
43301182000143;True;True
43325806000162;True;True
43345928000110;True;True
43367027000120;True;True
43375235000170;True;False
43382157000131;True;True
43400884000184;True;True
43427660000166;True;True
43441916000190;True;True
43476569000130;True;True
43582091000123;;
43615886000190;True;True
43637611000158;True;False
43712240000121;True;True
43714727000143;;
43724307000148;True;True
43765683000180;True;False
43770046000100;True;True
43776517000180;False;False
43789992000190;True;True
43817591000105;True;False
43818133000182;True;True
43839346000190;True;True
43857413000108;True;True
43922499000105;True;True
43925607000195;True;True
44007521000146;True;True
44029937000165;True;False
44042865000196;;
44064694000104;True;False
44098444000187;True;True
44103423000102;True;True
44139461000115;;
44156992000116;True;True
44183491000129;True;True
44203959000108;True;True
44223075000107;True;False
44228166000135;True;True
44247762000162;True;True
44279033000198;True;True
44280566000190;True;True
44287190000145;True;True
44304591000166;;
44309341000119;True;True
44380805000183;True;False
44392696000114;True;True
44399302000150;True;True
44467064000172;True;True
44491098000100;;
44508424000137;;
44543250000143;;
44552801000135;True;True
44570302000170;True;True
44628319000131;True;True
44646077000109;True;True
44696355000132;True;False
44702185000151;True;True
44726078000163;True;True
44746822000191;True;True
44768931000100;True;True
44837244000107;True;True
44863874000148;True;True
44900394000100;True;True
44934782000101;True;False
44937493000166;True;True
44943890000140;True;True
44962895000110;True;True
44981509000138;True;True
44993258000101;True;True
45001509000197;True;True
45006868000137;True;False
45031547000192;True;True
45039540000117;True;True
45076910000196;True;True
45084401000105;True;True
45087782000186;;
45088439000156;True;True
45089480000147;True;True
45097076000115;True;True
45104944000147;True;True
45108278000115;True;True
45138115000185;True;True
45148882000175;True;True
45168571000178;True;True
45204420000128;True;True
45242914039141;False;False
45247878000164;True;True
45301580000195;True;True
45319526000177;True;True
45345330000157;True;True
45393548000187;True;True
45414926000161;True;True
45449511000123;True;False
45451271000100;True;True
45507029000100;True;True
45512081000147;;
45540377000171;True;True
45556399000120;True;False
45599019000134;True;True
45599119000160;True;True
45632111000159;True;True
45635761000158;True;True
45654197000110;True;True
45683143000183;True;False
45702436000160;True;True
45770947000110;True;True
45816313000150;True;True
45852026000104;True;True
45902752000186;True;False
45911733000116;;
46001260000182;True;True
46039229000130;True;True
46086945000179;True;True
46123002000179;True;True
46146025000107;True;True
46147327000191;True;True
46163819000170;True;True
46172648000146;True;False
46183233000178;True;True
46222892000176;True;True
46228178000195;True;True
46255643000187;True;True
46272663000166;True;True
46282967000104;True;True
46285223000143;True;True
46332951000169;True;True
46337501000169;True;True
46368557000180;True;False
46385094000165;True;True
46392962000134;True;True
46404371000130;True;True
46453728000170;;
46483975000119;True;True
46485691000161;True;True
46514775000186;True;True
46551314000183;True;True
46592163000101;True;True
46620299000188;True;True
46641192000116;True;True
46646099000102;True;True
46650549000122;True;False
46668673000115;True;True
46698754000168;True;False
46760635000198;True;True
46790157000169;True;True
46806032000180;True;True
46843387000149;True;True
46843419000106;True;True
46847197000108;True;False
46895623000170;True;False
46923052000130;True;True
46956288000173;True;True
47019652000131;True;True
47020006000194;True;True
47041766000188;True;True
47042819000185;True;True
47099886000136;True;True
47114373000157;True;True
47118828000102;True;True
47160269000107;True;False
47184073000144;True;True
47184446000187;True;True
47198166000128;True;False
47203968000189;True;True
47204780000155;;
47207826000190;True;True
47223871000138;True;True
47223878000150;True;True
47252381000160;True;True
47269404000149;True;True
47270136000185;True;True
47298141000104;True;True
47331838000121;;
47347439000159;True;True
47364216000108;True;True
47371716000169;True;False
47386474000187;;
47423232000116;;
47484417000130;True;True
47499805000195;True;True
47508411000156;False;False
47514333000100;;
47522903000104;;
47540194000181;True;True
47599969000194;True;True
47609728000189;True;False
47651182000124;True;True
47665742000108;True;True
47683794000107;True;True
47695290000107;True;True
47734767000108;True;True
47790224000108;True;True
47798113000148;True;True
47802651000169;True;True
47886612000197;True;True
47913681000142;;
47933597000190;;
47952824000125;;
47960950115611;False;False
47974218000100;;
48009632000142;;
48027853000143;;
48040155000188;;
48125886000126;;
48186299000147;;
48231425000138;;
48240720000150;;
48252734000194;;
48253164000157;;
48302980000103;;
48325310000102;False;False
48358364000174;;
49425457000137;False;False
50255355000108;False;False
52948460000140;True;False
54566971000122;True;False
54826532000292;False;False
57214900001473;;
58062779000150;False;False
58069360002335;False;False
58392432000175;False;False
59285411000113;False;False
59418806000147;False;False
59754523000176;False;False
60500139000126;False;False
60543816000193;False;False
60840055000131;False;False
60933603000178;False;False
61351532000168;False;False
62002886000160;False;False
62951355000113;False;False
63269492000135;True;False
63304950000120;False;False
63983167000130;True;False
64904295000103;False;False
65446213000197;True;False
65524944002319;False;False
65993453003399;False;False
67010660000124;False;False
67170431000177;False;False
67241901000146;False;False
67380519000113;True;False
68550201000104;False;False
69350171000147;True;False
70116827000493;False;False
71120018000175;False;False
71240121000159;True;False
71304737000146;True;False
71541320000105;False;False
72375975000105;False;False
72520968000150;False;False
73045528000150;True;False
73113243000290;False;False
73910440000150;True;False
73965485000121;False;False
75549097000195;True;False
76648500002492;False;False
78666096000119;False;False
79221172000226;False;False
79230959000254;False;False
80583941000134;False;False
81619561000175;True;False
81739534000136;True;False
82878471000161;True;False
83017350000198;False;False
84512128000124;True;False
84571116000170;True;False
84683408000103;False;False
85045532000106;False;False
85070068003387;False;False
85128981001262;False;False
86975760000130;False;False
89096457000155;False;False
89288229000187;False;False
90347840003486;False;False
90400888141714;False;False
91220624000170;False;False
91983056000169;False;False
92390137000118;False;False
92693019000189;False;False
92791243000103;False;False
93191989000149;True;True
93374833000101;True;False
95844163000167;True;False
96402177000193;False;False
97131635000160;False;False
97411441000118;False;False
97548354000107;False;False
704245;False;False
6874000156;False;False
355025000108;False;False
527392000141;True;False
601763000198;False;False
607587002226;False;False
664518000120;False;False
776574000156;False;False
984008000130;False;False
984046000192;False;False
1280910000138;True;False
1384869000220;;
1472053000178;False;False
1472996000109;False;False
1515135000152;False;False
1532194000139;False;False
1534080009427;False;False
1560412000149;False;False
1639563000510;False;False
1678134000129;False;False
1685041000202;False;False
1830085000106;False;False
1838637000114;True;False
1892831000188;True;False
1907000000132;False;False
1918902000174;False;False
1922804000100;False;False
1938783000111;False;False
1963850000158;True;False
2280165000190;False;False
2309786000159;False;False
2351877000152;False;False
2414164000190;False;False
2415583100010;False;False
2419541000184;False;False
2427602000155;True;False
2470930000134;True;False
2474103000119;False;False
2497354000119;False;False
2604860000160;False;False
2626506000136;True;False
3073028000147;False;False
3129935000160;True;False
3132775000109;False;False
3153003000153;False;False
3166705000252;;
3261703000161;True;False
3297377000142;False;False
3332411000172;False;False
3388379000147;False;False
